input,domain,instagram,is_shopify,store_name,product_count,founder_name,email,about_url,is_us,us_reason,solo_score,solo_reason,score,status,checked_at,phone,linkedin,facebook,tiktok,contact_form_url,contact_url,compliment,source
"theladybugfloral.com","theladybugfloral.com","",1,"The Ladybug Floral & Gifts",250,"","contact_us@theladybugfloralgifts.com","https://theladybugfloral.com/pages/about-us",1,"meta currency USD (+20); US phone format (+8)",0,"singular ratio 0.02 too low (+0)",38,"done","2026-06-14T13:08:19.743Z","+19203619006","","https://www.facebook.com/profile.php?id=100042527906764","","https://theladybugfloral.com/","https://theladybugfloral.com/pages/contact","The Ladybug Floral & Gifts has a great focused product range that feels very intentional.","plus.html"
"gma-cozy-earth.myshopify.com","gma-cozy-earth.myshopify.com","",1,"Cozy Earth - Coming Soon",17,"","","https://gma-cozy-earth.myshopify.com/pages/about-us",1,"meta currency USD (+20)",0,"too few pronouns to score ratio",38,"done","2026-06-18T10:25:37.513Z","","","","","https://gma-cozy-earth.myshopify.com/","","Cozy Earth - Coming Soon has a great focused product range that feels very intentional.","plus.html"
"amp-demo-shop.myshopify.com","amp-demo-shop.myshopify.com","",1,"AMP Demo Shop",20,"","","",1,"meta currency USD (+20)",0,"too few pronouns to score ratio",38,"done","2026-06-18T10:25:37.236Z","","","","","https://amp-demo-shop.myshopify.com/","","AMP Demo Shop has a great focused product range that feels very intentional.","plus.html"
"spec-ops-shard-1.myshopify.com","spec-ops-shard-1.myshopify.com","https://instagram.com/shopify",1,"Coffeenator",2,"","","https://spec-ops-shard-1.myshopify.com/pages/about-us",1,"meta currency USD (+20)",0,"singular ratio 0.00 too low (+0)",38,"done","2026-06-18T10:25:43.583Z","","","https://www.facebook.com/shopify","","https://spec-ops-shard-1.myshopify.com/","","Coffeenator has a great focused product range that feels very intentional.","plus.html"
"aero-theme.myshopify.com","aero-theme.myshopify.com","https://instagram.com/shopify",1,"Aero - Car Accessories Shopify Theme OS 2.0",37,"","","https://aero-theme.myshopify.com/pages/about-us",1,"meta currency USD (+20)",0,"singular ratio 0.04 too low (+0)",33,"done","2026-06-18T10:25:39.723Z","","","https://facebook.com/shopify","","https://aero-theme.myshopify.com/","","Aero - Car Accessories Shopify Theme OS 2.0 has a great focused product range that feels very intentional.","plus.html"
"bombshellsportswear.com","bombshellsportswear.com","http://www.instagram.com/bombshellsportswear",1,"Bombshell Sportswear",250,"","","https://www.bombshellsportswear.com/pages/about-us",1,"meta currency USD (+20); US address format (+10)",0,"singular ratio 0.07 too low (+0)",30,"done","2026-06-14T13:06:00.388Z","","","https://www.facebook.com/BombshellSportswear/","https://www.tiktok.com/@bombshellsportswear","https://www.bombshellsportswear.com/","https://www.bombshellsportswear.com/pages/contact","Love that you're a US-based small business — that personal touch really comes through on your site.","plus.html"
"officialzzstore.com","officialzzstore.com","https://instagram.com/officialzzstore",1,"Brazzers Store",250,"","","https://officialzzstore.com/pages/about-us",1,"meta currency USD (+20)",0,"singular ratio 0.00 too low (+0)",30,"done","2026-06-14T13:06:59.924Z","","","","","https://officialzzstore.com/","https://officialzzstore.com/pages/contact","Brazzers Store has a great focused product range that feels very intentional.","plus.html"
"theflowerstationtn.com","theflowerstationtn.com","",1,"The Flower Station",250,"","","https://theflowerstationtn.com/pages/about-us",1,"meta currency USD (+20); US phone format (+8)",0,"singular ratio 0.02 too low (+0)",30,"done","2026-06-14T13:07:14.513Z","+17314079525","","https://www.facebook.com/settings/?tab=ads","","https://theflowerstationtn.com/","https://theflowerstationtn.com/pages/contact","The Flower Station has a great focused product range that feels very intentional.","plus.html"
"krogerheartbeats.myshopify.com","krogerheartbeats.myshopify.com","",1,"Kroger Columbus",150,"","","",1,"meta currency USD (+20)",0,"singular ratio 0.00 too low (+0)",30,"done","2026-06-18T10:25:37.746Z","","","","","https://krogerheartbeats.myshopify.com/","","Kroger Columbus has a great focused product range that feels very intentional.","plus.html"
"nikzweb.com","nikzweb.com","",1,"nikzweb",1,"Nico Solis","","",0,"page USD only (+10)",10,"singular ratio 0.31 too low (+0); single founder named, no co-founder (+10)",24,"done","2026-06-14T13:07:29.936Z","","https://linkedin.com/in/niconoelgsolis/","http://facebook.com/nikzweb","","https://www.nikzweb.com/","","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","plus.html"
"thisrigidempire.com","thisrigidempire.com","",1,"This Rigid Empire Official Store",6,"","","https://thisrigidempire.com/pages/about-us",0,"page USD only (+10)",10,"singular ratio 0.57 0.4–0.6 (+10)",24,"done","2026-06-14T13:07:44.219Z","","","https://www.facebook.com/thisrigidempire","","https://thisrigidempire.com/","","This Rigid Empire Official Store has a great focused product range that feels very intentional.","plus.html"
"knurltraining.com","knurltraining.com","",1,"Knurl Training",2,"","contact@knurltraining.com","",0,"page USD only (+10)",0,"singular ratio 0.14 too low (+0)",22,"done","2026-06-14T13:07:55.946Z","","","","","https://www.knurltraining.com/","","Knurl Training has a great focused product range that feels very intentional.","plus.html"
"e-wheels.com","e-wheels.com","https://www.instagram.com/ewheels_scandinavia/?hl=en",1,"E-Wheels.com",87,"selling electric","espen.pedersen@e-wheels.no","https://e-wheels.com/da-dk/pages/about-us",0,"meta currency EUR (-15)",20,"singular ratio 0.47 0.4–0.6 (+10); single founder named, no co-founder (+10)",22,"done","2026-06-14T13:08:21.578Z","","","https://www.facebook.com/Ewheels.se","","https://e-wheels.com/da-dk","https://e-wheels.com/da-dk/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","plus.html"
"icon-amsterdam-italy.com","icon-amsterdam-italy.com","https://www.instagram.com/icon/",1,"ICON. AMSTERDAM",122,"","info@icon-amsterdam.com","",0,"meta currency EUR (-15)",22,"singular ratio 1.00 >= 0.6 (+22)",21,"done","2026-06-14T13:06:12.204Z","","","https://www.facebook.com/iconamsterdam.official","","https://icon-amsterdam-italy.com/","https://icon-amsterdam-italy.com/pages/contattaci/","ICON. AMSTERDAM has a great focused product range that feels very intentional.","plus.html"
"playbk.com","playbk.com","https://www.instagram.com/playbk.pickleball/",1,"Black Knight",58,"","info@playbk.com","https://playbk.com/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.07 too low (+0)",17,"done","2026-06-14T13:08:28.150Z","+15196531232","","","","https://playbk.com/","https://playbk.com/pages/contact","Black Knight has a great focused product range that feels very intentional.","plus.html"
"topodesigns.ca","topodesigns.ca","https://www.instagram.com/topodesigns/",1,"Topo Designs Canada",135,"","cs@topodesigns.ca","https://topodesigns.ca/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.05 too low (+0); maker words ×1 (+5); co-founder mentioned (-12)",14,"done","2026-06-14T13:06:37.724Z","+15001323967","","https://www.facebook.com/TopoDesigns/","","https://topodesigns.ca/","","Topo Designs Canada has a great focused product range that feels very intentional.","plus.html"
"grillkingbbqs.com","grillkingbbqs.com","https://www.instagram.com/grillkingbbqsau/",1,"Grill King Outdoor BBQ Kitchens",250,"","hello@grillkingbbqs.com","",0,"page USD only (+10)",0,"singular ratio 0.07 too low (+0)",14,"done","2026-06-14T13:06:50.675Z","","","https://www.facebook.com/GrillKingBBQsAustralia","","https://www.grillkingbbqs.com/","https://www.grillkingbbqs.com/pages/contact","Grill King Outdoor BBQ Kitchens has a great focused product range that feels very intentional.","plus.html"
"covermywheel.com","covermywheel.com","https://instagram.com/covermywheel",1,"Cover My Wheel",250,"Alex","support@covermywheel.com","https://www.covermywheel.com/pages/about-us",0,"meta currency GBP (-15)",10,"singular ratio 0.10 too low (+0); single founder named, no co-founder (+10)",9,"done","2026-06-14T13:07:12.471Z","","","https://www.facebook.com/people/Covermywheel/61570016162855/","https://www.tiktok.com/@covermywheel","https://www.covermywheel.com/","https://www.covermywheel.com/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","plus.html"
"lapattedulya.com","lapattedulya.com","https://www.instagram.com/lapatte_dulya/",1,"La patte d'Ulya",12,"","adresselapattedulya@gmail.com","",0,"meta currency EUR (-15)",0,"too few pronouns to score ratio",7,"done","2026-06-14T13:07:54.869Z","","","","","https://lapattedulya.com/","https://lapattedulya.com/pages/contact","La patte d'Ulya has a great focused product range that feels very intentional.","plus.html"
"draculaspectacular.com","draculaspectacular.com","http://instagram.com/dracspectac",1,"Dracula Spectacular",1,"","dracula.spectacular@gmail.com","https://www.draculaspectacular.com/pages/about",0,"meta currency GBP (-15)",0,"singular ratio 0.15 too low (+0)",7,"done","2026-06-14T13:08:10.632Z","","","https://www.facebook.com/DraculaSpectacular/","","https://www.draculaspectacular.com/","","Dracula Spectacular has a great focused product range that feels very intentional.","plus.html"

"ahensfashion.com","ahensfashion.com","https://instagram.com/ahens_fashion?igshid=YmMyMTA2M2Y=",1,"Ahens Fashion",235,"About","orders@ahensfashion.com","https://www.ahensfashion.com/pages/our-story",1,"page USD only (+10); US phone format (+8)",24,"singular ratio 0.22 too low (+0); maker words ×3 (+14); single founder named, no co-founder (+10)",62,"done","2026-06-14T13:09:04.983Z","+18448445909","https://www.linkedin.com/company/ahens-fashion/","https://www.facebook.com/ahensfashion","","https://www.ahensfashion.com/","https://www.ahensfashion.com/pages/contact","Your handcrafted approach to making products really stands out — that kind of care is rare to see.","india.html"
"jupra.in","jupra.in","https://www.instagram.com/jupra.in/",1,"Jupra",139,"",":contact@jupra.in","https://jupra.in/pages/about-us",1,"page USD only (+10); US address format (+10)",0,"singular ratio 0.08 too low (+0)",38,"done","2026-06-14T13:08:47.767Z","+17738185099","","https://www.facebook.com/profile.php?id=61556095473231","","https://jupra.in/","https://jupra.in/pages/contact","Love that you're a US-based small business — that personal touch really comes through on your site.","india.html"
"kikapets.com","kikapets.com","https://www.instagram.com/kika.pets/",1,"KIKA Pets",16,"you know","hi@kikapets.com","",0,"page USD only (+10)",10,"singular ratio 0.00 too low (+0); single founder named, no co-founder (+10)",32,"done","2026-06-14T13:08:45.963Z","+19315775050","","https://www.facebook.com/kikapetsco","","https://www.kikapets.com/","https://www.kikapets.com/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","india.html"
"solvethecase.in","solvethecase.in","https://www.instagram.com/solvethecase.in",1,"SolveTheCase",4,"Our","sujalagarwal1401@gmail.com","https://www.solvethecase.in/pages/about-us",0,"page USD only (+10)",10,"singular ratio 0.03 too low (+0); single founder named, no co-founder (+10)",32,"done","2026-06-14T13:09:05.056Z","","","","","https://www.solvethecase.in/","https://www.solvethecase.in/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","india.html"
"noons.in","noons.in","",1,"noons.in",2,"Meet The","noonsmobi@gmail.com","",0,"page USD only (+10)",10,"singular ratio 0.00 too low (+0); single founder named, no co-founder (+10)",32,"done","2026-06-14T13:09:18.794Z","+18511311383","","","","https://noons.in/","https://noons.in/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","india.html"
"kavie.co.in","kavie.co.in","",1,"KAVIÉ",14,"the","kavita.a.chandnani@gmail.com","https://kavie.co.in/pages/about-us",0,"page USD only (+10)",10,"singular ratio 0.00 too low (+0); single founder named, no co-founder (+10)",32,"done","2026-06-14T13:09:16.428Z","","","http://facebook.com/shopify","","https://kavie.co.in/","https://kavie.co.in/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","india.html"
"suncarbon.in","suncarbon.in","https://www.instagram.com/suncarbonofficial/",1,"SunCarbon",3,"TEO VENTURES","info@suncarbon.in","",0,"page USD only (+10)",10,"singular ratio 0.00 too low (+0); single founder named, no co-founder (+10)",32,"done","2026-06-14T13:09:21.305Z","+18077728466","https://www.linkedin.com/company/suncarbon/?viewAsMember=true","","","https://suncarbon.in/","https://suncarbon.in/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","india.html"
"vlftrends.in","vlftrends.in","",1,"VLFTRENDS",28,"","support@vlftrends.in","https://vlftrends.in/pages/about-us",0,"page USD only (+10)",5,"singular ratio 0.02 too low (+0); maker words ×1 (+5)",27,"done","2026-06-14T13:08:41.886Z","","","","","https://vlftrends.in/","https://vlftrends.in/pages/contact","VLFTRENDS has a great focused product range that feels very intentional.","india.html"
"ataraindia.com","ataraindia.com","https://www.instagram.com/ataraindia",1,"ATARA",44,"","hello@ataraindia.com","",0,"page USD only (+10)",10,"singular ratio 0.41 0.4–0.6 (+10)",27,"done","2026-06-14T13:09:35.220Z","","","","","https://ataraindia.com/","https://ataraindia.com/pages/contact","ATARA has a great focused product range that feels very intentional.","india.html"
"shopvelor.in","shopvelor.in","",1,"VELOR",7,"","velorcloathing@gmail.com","https://shopvelor.in/pages/about-us",0,"page USD only (+10)",5,"singular ratio 0.03 too low (+0); maker words ×1 (+5)",27,"done","2026-06-14T13:09:47.161Z","","","","","https://shopvelor.in/","https://shopvelor.in/pages/contact","VELOR has a great focused product range that feels very intentional.","india.html"
"curiocottage.in","curiocottage.in","https://www.instagram.com/curiocottagejewelry/?hl=en",1,"Curio Cottage",250,"Lal","support@curiocottage.inContact","https://www.curiocottage.in/pages/about-us",0,"page USD only (+10)",10,"singular ratio 0.04 too low (+0); single founder named, no co-founder (+10)",24,"done","2026-06-14T13:08:49.502Z","+18591737174","","https://www.facebook.com/CurioCottage/","","https://www.curiocottage.in/","https://www.curiocottage.in/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","india.html"
"ashiyanastore.com","ashiyanastore.com","https://www.instagram.com/ashiyanastore?igsh=MzNlNGNkZWQ4Mg==",1,"ASHIYANA STORE",250,"the","support@ashiyanastore.com","https://ashiyanastore.com/pages/about-us",0,"page USD only (+10)",10,"singular ratio 0.01 too low (+0); single founder named, no co-founder (+10)",24,"done","2026-06-14T13:09:12.209Z","+18069378155","","https://www.facebook.com/Ashiyanastore?mibextid=ZbWKwL","","https://ashiyanastore.com/","https://ashiyanastore.com/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","india.html"
"pinai.in","pinai.in","",1,"Pinai",26,"","pinaijpr@gmail.com","https://pinai.in/pages/about-us",0,"page USD only (+10)",2,"singular ratio 0.00 too low (+0); maker words ×4 (+14); co-founder mentioned (-12)",24,"done","2026-06-14T13:09:43.207Z","","","","","https://pinai.in/","https://pinai.in/pages/contact","Your handmade approach to making products really stands out — that kind of care is rare to see.","india.html"
"skinspired.in","skinspired.in","https://www.instagram.com/skinspired.in/",1,"Skinspired.in",23,"","inf@skinspired.in","https://www.skinspired.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.13 too low (+0)",22,"done","2026-06-14T13:08:36.865Z","+18655453908","","","","https://www.skinspired.in/","https://www.skinspired.in/pages/contact","Skinspired.in has a great focused product range that feels very intentional.","india.html"
"anab.co.in","anab.co.in","https://www.instagram.com/anab_by_khulud?igsh=MWd0anprYjgzMHlhbg==",1,"Anab",24,"","info@anab.co","https://anab.co.in/pages/about",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",22,"done","2026-06-14T13:08:52.579Z","","","","","https://anab.co.in/","https://anab.co.in/pages/contact","Anab has a great focused product range that feels very intentional.","india.html"
"kraves.in","kraves.in","https://www.instagram.com/kraveshair/",1,"kraveshair",4,"","support@kraves.in","https://www.kraves.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.12 too low (+0)",22,"done","2026-06-14T13:09:21.771Z","","","https://www.facebook.com/pg/kraveshair-100235321549914/posts/?ref=page_internal","","https://www.kraves.in/","","kraveshair has a great focused product range that feels very intentional.","india.html"
"tiraz.co.in","tiraz.co.in","",1,"Tiraz",5,"","tirazoffice@gmail.com","",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",22,"done","2026-06-14T13:09:25.162Z","","","","","https://tiraz.co.in/","https://tiraz.co.in/pages/contact","Tiraz has a great focused product range that feels very intentional.","india.html"
"mangomania.in","mangomania.in","",1,"MangoMania",4,"","mangomaniashopify@gmail.com","https://mangomania.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",22,"done","2026-06-14T13:09:32.927Z","","","","","https://mangomania.in/","https://mangomania.in/pages/contact","MangoMania has a great focused product range that feels very intentional.","india.html"
"mytofflane.com","mytofflane.com","https://www.instagram.com/toff.lane/",1,"TOFFLANE",7,"","hellotofflane@gmail.com","https://mytofflane.com/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",22,"done","2026-06-14T13:09:40.076Z","","","","","https://mytofflane.com/","https://mytofflane.com/pages/contact","TOFFLANE has a great focused product range that feels very intentional.","india.html"
"vellaluxe.in","vellaluxe.in","",1,"VELLA LUXE",1,"","info@vellaluxe.in","https://vellaluxe.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",22,"done","2026-06-14T13:09:40.647Z","+19588746262","","","","https://vellaluxe.in/","https://vellaluxe.in/pages/contact","VELLA LUXE has a great focused product range that feels very intentional.","india.html"
"brezzaclub.com","brezzaclub.com","https://www.instagram.com/brezzaclubindia?igsh=MXh0dnhzdnY2ODg1bw%3D%3D&utm_source=qr",1,"BrezzaClub",13,"","brezzafashionin@gmail.com","https://brezzaclub.com/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.07 too low (+0)",22,"done","2026-06-14T13:09:56.269Z","+18460663710","","","","https://brezzaclub.com/","","BrezzaClub has a great focused product range that feels very intentional.","india.html"
"ornam.in","ornam.in","",1,"Ornam.in",4,"","hello@ornam.in","",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",22,"done","2026-06-14T13:09:57.129Z","","","","","https://ornam.in/","https://ornam.in/pages/contact","Ornam.in has a great focused product range that feels very intentional.","india.html"
"gemsupchar.in","gemsupchar.in","",1,"My Store",12,"","gemsupchar@gmail.com","https://www.gemsupchar.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.01 too low (+0)",22,"done","2026-06-14T13:10:01.704Z","+18010135359","","","","https://www.gemsupchar.in/","https://www.gemsupchar.in/pages/contact","My Store has a great focused product range that feels very intentional.","india.html"
"srmarket24.in","srmarket24.in","",1,"SR Market",1,"","admin.srmarket@gmail.com","",0,"page USD only (+10)",0,"singular ratio 0.05 too low (+0)",22,"done","2026-06-14T13:10:03.499Z","","","","","https://srmarket24.in/","https://srmarket24.in/pages/contact","SR Market has a great focused product range that feels very intentional.","india.html"
"anorluxury.com","anorluxury.com","https://www.instagram.com/anorluxury/",1,"ANOR",101,"","clientcare@anorluxury.com","https://anorluxury.com/pages/about",0,"page USD only (+10)",5,"singular ratio 0.00 too low (+0); maker words ×1 (+5)",19,"done","2026-06-14T13:08:55.203Z","","","https://www.facebook.com/AnorLuxury/","","https://anorluxury.com/","https://anorluxury.com/pages/contact-information","Your handmade approach to making products really stands out — that kind of care is rare to see.","india.html"
"shoptrendys.in","shoptrendys.in","",1,"Nimé By Shop Trendys",250,"","akantaditi@gmail.com","https://nime.shoptrendys.in/pages/about-us",0,"page USD only (+10)",5,"singular ratio 0.03 too low (+0); maker words ×1 (+5)",19,"done","2026-06-14T13:09:01.617Z","","","","","https://nime.shoptrendys.in/","https://nime.shoptrendys.in/pages/contact","Nimé By Shop Trendys has a great focused product range that feels very intentional.","india.html"
"ecofynd.com","ecofynd.com","https://www.instagram.com/ecofynd/",1,"Ecofynd",250,"","ecofynd@gmail.com","https://www.ecofynd.com/pages/about-us",0,"page USD only (+10)",5,"singular ratio 0.01 too low (+0); maker words ×1 (+5)",19,"done","2026-06-14T13:09:49.767Z","","https://www.linkedin.com/company/ecofynd/","https://www.facebook.com/ecofynd/","","https://www.ecofynd.com/","","Your handcrafted approach to making products really stands out — that kind of care is rare to see.","india.html"
"satvafarm.com","satvafarm.com","",1,"Satva Farm",153,"","contact@satvafarm.com","https://satvafarm.com/pages/our-story",0,"page USD only (+10)",5,"singular ratio 0.05 too low (+0); maker words ×1 (+5)",19,"done","2026-06-14T13:10:03.130Z","+18123325991","","","","https://satvafarm.com/","https://satvafarm.com/pages/contact","Satva Farm has a great focused product range that feels very intentional.","india.html"
"nayab.art","nayab.art","https://www.instagram.com/nayab.jewelry/",1,"Nayab - Macobs Technologies Limited",66,"","care@nayab.art","https://nayab.art/pages/about",0,"page USD only (+10)",0,"singular ratio 0.16 too low (+0)",17,"done","2026-06-14T13:08:55.912Z","+17374986672","","https://www.facebook.com/people/NayabArt/100069743752343/","","https://nayab.art/","https://nayab.art/pages/contact","Nayab - Macobs Technologies Limited has a great focused product range that feels very intentional.","india.html"
"lumieresworld.com","lumieresworld.com","https://www.instagram.com/lumieresworld/",1,"Lumières",33,"","contact@lumieresworld.com","https://www.lumieresworld.com/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",17,"done","2026-06-14T13:09:14.319Z","+19315527635","","https://www.facebook.com/lumieresworld/","","https://www.lumieresworld.com/","https://www.lumieresworld.com/pages/contact","Lumières has a great focused product range that feels very intentional.","india.html"
"indianvirasat.com","indianvirasat.com","https://www.instagram.com/indianvirasat/",1,"Indianvirasat",88,"","orders@indianvirasat.com","https://indianvirasat.com/pages/about",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",17,"done","2026-06-14T13:09:42.074Z","","","https://www.facebook.com/indianvirasat/","","https://indianvirasat.com/","","Indianvirasat has a great focused product range that feels very intentional.","india.html"
"taabaa.in","taabaa.in","https://www.instagram.com/taabaa.house.of.craft/",1,"Taabaa",46,"","support@taabaa.in","https://taabaa.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.02 too low (+0); maker words ×1 (+5); co-founder mentioned (-12)",17,"done","2026-06-14T13:09:54.630Z","","","","","https://taabaa.in/","https://taabaa.in/pages/contact","Your handmade approach to making products really stands out — that kind of care is rare to see.","india.html"
"artwork55.co.in","artwork55.co.in","https://instagram.com/",1,"artwork",7,"","4593hello@domain.com","",0,"page EUR (-10); US address format (+10)",0,"singular ratio 0.06 too low (+0)",16,"done","2026-06-14T13:09:28.622Z","","","https://facebook.com/","","https://artwork55.co.in/","https://artwork55.co.in/pages/contact","Love that you're a US-based small business — that personal touch really comes through on your site.","india.html"
"educators-resource.in","educators-resource.in","instagram.com/nageeninternational",1,"Artham Resources",250,"","vishal.meerut@gmail.com","https://educators-resource.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",14,"done","2026-06-14T13:08:48.527Z","","","facebook.com/nageeninternational","","https://educators-resource.in/","https://educators-resource.in/pages/contact","Artham Resources has a great focused product range that feels very intentional.","india.html"
"sweetmoon.in","sweetmoon.in","https://www.instagram.com/sweetmoon.india/",1,"Sweet Moon",250,"","info@sweetmoon.in","https://www.sweetmoon.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.16 too low (+0)",14,"done","2026-06-14T13:08:57.286Z","+19974662669","","https://www.facebook.com/profile.php?id=61566401254026","","https://www.sweetmoon.in/","","Sweet Moon has a great focused product range that feels very intentional.","india.html"
"postcardstore.in","postcardstore.in","instagram.com/postcard.in",1,"Postcard",203,"","reachus@themadrastrunk.com","",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",14,"done","2026-06-14T13:09:03.490Z","+17397320064","","","","https://postcardstore.in/","https://postcardstore.in/pages/contact","Postcard has a great focused product range that feels very intentional.","india.html"
"indianwalker.in","indianwalker.in","https://www.instagram.com/indianwalkerofficial/",1,"Indian Walker",12,"","","",0,"page USD only (+10)",0,"singular ratio 0.09 too low (+0)",14,"done","2026-06-14T13:09:09.559Z","","","https://www.facebook.com/profile.php?id=61566867694184","","https://indianwalker.in/","","Indian Walker has a great focused product range that feels very intentional.","india.html"
"thedandelionwish.in","thedandelionwish.in","https://www.instagram.com/thedandelionwish.in/",1,"The Dandelion Wish Gifting",107,"","hello@thedandelionwish.in","https://thedandelionwish.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.17 too low (+0)",14,"done","2026-06-14T13:09:27.910Z","+18341392476","","https://www.facebook.com/profile.php?id=61564614961959","","https://thedandelionwish.in/","https://thedandelionwish.in/pages/contact","The Dandelion Wish Gifting has a great focused product range that feels very intentional.","india.html"
"fairleaf.in","fairleaf.in","https://www.instagram.com/shopify/#",1,"Fairleaf.in",229,"","fairleafoffice@gmail.com","",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",14,"done","2026-06-14T13:09:33.310Z","","","https://www.facebook.com/shopify","https://www.tiktok.com/@shopify","https://fairleaf.in/","https://fairleaf.in/pages/contact","Fairleaf.in has a great focused product range that feels very intentional.","india.html"
"minsasports.in","minsasports.in","",1,"Minsa Sports Online Store",250,"","msportstpt@gmail.com","https://minsasports.in/pages/about-us",0,"page USD only (+10)",0,"singular ratio 0.00 too low (+0)",14,"done","2026-06-14T13:09:34.133Z","+18555961970","","","","https://minsasports.in/","https://minsasports.in/pages/contact","Minsa Sports Online Store has a great focused product range that feels very intentional.","india.html"
"dpassion.in","dpassion.in","https://www.instagram.com/dpassion_official/",1,"Dpassion",250,"","support@dpassion.com","https://dpassion.com/pages/our-story",0,"page USD only (+10)",0,"singular ratio 0.17 too low (+0)",14,"done","2026-06-14T13:09:52.649Z","","","https://www.facebook.com/DPASSIONN","","https://dpassion.com/","https://dpassion.com/pages/contact","Dpassion has a great focused product range that feels very intentional.","india.html"
"rajasijindal.in","rajasijindal.in","https://instagram.com/rajasijindal",1,"Rajasi Jindal",250,"the FounderOur","rajasi.jindal@gmail.com","https://rajasijindal.com/pages/about-the-brand",0,"page GBP (-10)",10,"singular ratio 0.02 too low (+0); single founder named, no co-founder (+10)",12,"done","2026-06-14T13:09:26.192Z","","","","","https://rajasijindal.com/","","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.","india.html"
"vajrpickleball.com","vajrpickleball.com","https://www.instagram.com/vajrpickleballsports/",1,"VAJR Pickleball Sports ",28,"","info@vajrpickleball.com","https://vajrpickleball.com/pages/about-us",0,"page GBP (-10)",0,"singular ratio 0.25 too low (+0)",10,"done","2026-06-14T13:08:37.915Z","+19016236061","","","","https://vajrpickleball.com/","https://vajrpickleball.com/pages/contact","VAJR Pickleball Sports  has a great focused product range that feels very intentional.","india.html"
"pettikadai.in","pettikadai.in","https://www.instagram.com/pettikadaionline/",1,"pettikadai.in",111,"","support@pettikadai.in","https://pettikadai.in/pages/about-us-traditional-sweets-online",0,"page EUR (-10)",5,"singular ratio 0.26 too low (+0); maker words ×1 (+5)",7,"done","2026-06-14T13:09:50.013Z","+13999001248","","https://www.facebook.com/Pettikadaionline/","","https://pettikadai.in/","","pettikadai.in has a great focused product range that feels very intentional.","india.html"
"suvaa.in","suvaa.in","https://www.instagram.com/wearsuvaa/",1,"Suvaa",35,"","hello@suvaa.in","https://suvaa.in/pages/about-us",0,"page GBP (-10)",0,"singular ratio 0.01 too low (+0)",5,"done","2026-06-14T13:09:08.434Z","","https://www.linkedin.com/company/wearsuvaa","","","https://suvaa.in/","https://suvaa.in/pages/contact","Suvaa has a great focused product range that feels very intentional.","india.html"
"quikhenna.com","quikhenna.com","https://www.instagram.com/quikhenna/",1,"QUIKHENNA",104,"","products@quikhenna.com","https://www.quikhenna.com/pages/about-us",0,"page GBP (-10)",0,"singular ratio 0.05 too low (+0)",2,"done","2026-06-14T13:10:05.567Z","+19459458282","","https://www.facebook.com/quikhenna","","https://www.quikhenna.com/","https://www.quikhenna.com/pages/contact","QUIKHENNA has a great focused product range that feels very intentional.","india.html"

"stangazhandmade.com","stangazhandmade.com","https://www.instagram.com/stangazhandmade/?hl=en",1,"STAN GAZ HANDMADE",104,"","stangazhandmade@gmail.com","https://stangazhandmade.com/pages/about",1,"meta currency USD (+20)",32,"singular ratio 0.60 >= 0.6 (+22); maker words ×2 (+10)",70,"done","2026-06-11T19:29:26.156Z","","","https://www.facebook.com/stangazhandmade/","https://www.tiktok.com/@stangazhandmadehats","https://stangazhandmade.com/","https://stangazhandmade.com/pages/contact","Your handmade approach to making products really stands out — that kind of care is rare to see.",""
